,start,end,text
0,0.0,5.44," We've done many a pizza on this channel. Some of the most legendary, but today we're making the king of all pizzas"
1,19.2,22.64," Okay, so today we're making Neapolitan pizza instead of just doing that"
2,22.64,27.04," I thought well, let's take two traditional pizzas put them together and see if there's a true winner"
3,27.04,32.8," It's gonna be a traditional Neapolitan pizza margarita and a traditional Roman pizza. There are many kinds, but one specific kind"
4,33.92,39.36," When it comes to a proper Italian pizza, there is no corner cutting because if you cut the corner then the Italians"
5,39.6,45.92, They cut you they're probably watching right now thinking like what's he gonna do better than suck this up that presents a major challenge
6,45.92,49.68," How do you do it at home? Is it even possible? And that's where today's sponsor, uni comes in"
7,49.84,54.0, If you're at all into the cooking space and you watch cooking channels or you're into food or whatever
8,54.0,58.0, There's I don't see how it's even physically possible that you've never heard of an uni pizza oven
9,58.24,62.480000000000004, It is the answer to all of your home pizza oven questions you've ever had
10,62.72,66.16," I know this is sponsored, but I've cooked in a lot of different ovens in my career"
11,66.24,70.72, And all I have to say is this is genuinely the best home pizza oven
12,71.03999999999999,75.92, That's not like gigantic in a massive dome that takes up like 500 square feet of space
13,76.24000000000001,82.8, That makes the most beautiful perfectly cooked Neapolitan pizza I've ever had and it goes beyond that you can cook vegetables and all sorts of things in it
14,82.8,87.36," But today we're talking about Neapolitan pizza. So with all that said, let's make this shall we?"
15,87.6,93.6," Okay, we're gonna keep this a clean organized firm yet delicate fight. Not sure if that's even possible"
16,93.67999999999999,99.19999999999999, So we have two Italian pizzas here a classic Neapolitan pizza done as close to tradition as physically possible
17,99.28,104.56," But within the home in a roman style pizza, but wait not just any roman pizza"
18,105.2,107.2, specifically pizza out
19,107.36,110.8," Italians, how is that? Huh pretty good. You get a rating very nice"
20,111.03999999999999,116.39999999999999, Either we have smiling Italians or they're already in the comments yelling at me. Thank you. Let's begin with my personal favorite
21,116.47999999999999,121.44, Neapolitan. I need everyone to just take a step back and listen up brother. There are rules here
22,121.52,127.19999999999999, Let us consult the holy book the pizza number one the sauce must contain san marzano tomatoes
23,127.44,130.0, number two the flour must be type zero or
24,130.56,135.36, 00 number three it must be cooked within 60 to 90 seconds at around 800 Fahrenheit
25,135.44,137.44, Let it be known that this isn't even close to all the rules
26,137.44,139.52, But we also don't have our entire lives to write them all out
27,139.6,144.16, But we're going to stick as close as possible to these rules while at home. So first let's start with our dough
