,start,end,text
0,0.0,2.8000000000000003, What's the first thing you should do when your code throws an error?
1,2.8000000000000003,6.16," Obviously, you should change nothing and try to run it again a few times."
2,6.16,8.88," If that doesn't work, you're gonna need a computer science degree."
3,8.88,12.96, The awesome thing about software engineering is that you can learn to code and get a high-paying
4,12.96,16.240000000000002, job while literally having no idea how anything actually works.
5,16.240000000000002,20.16," It all just feels like magic, like a pilot driving a giant metal tube in the sky"
6,20.16,21.92, while knowing nothing about aerodynamics.
7,24.8,26.64, Welcome to Computer Science 101.
8,26.64,30.0," In today's video, you'll learn the science behind the garbage code you've been writing"
9,30.0,33.44, by learning 101 different computer science terms and concepts.
10,33.44,34.56, This is a computer.
11,34.56,37.2," It's just a piece of tape that holds ones and zeros,"
12,37.2,39.52, along with a device that can read and write to it.
13,39.52,42.72," It's called a Turing machine, and in theory, it can compute anything,"
14,42.72,46.480000000000004, like the graphics in this video or the algorithm that recommended that you watch it.
15,46.480000000000004,49.760000000000005," At the core of modern computers, we have the central processing unit."
16,49.760000000000005,54.24," If we crack it open, we find a piece of silicon that contains billions of tiny transistors,"
17,54.24,56.400000000000006, which are like microscopic on-off switches.
18,56.4,58.72," The value at one of these switches is called a bit,"
19,58.72,61.519999999999996, and is the smallest piece of information a computer can use.
20,61.519999999999996,63.92," However, one bit by itself is not very useful,"
21,63.92,66.08, so they come in a package of eight called a byte.
22,66.08,69.28," One byte can represent 256 different values,"
23,69.28,71.52, like all the characters that you type on your keyboard.
24,71.52,73.28," In fact, when you type into your keyboard,"
25,73.28,76.32, the character produced is actually mapped to a binary value
26,76.32,79.2, in a character encoding like ASCII or UTF-8.
27,79.2,81.36," Binary is just a system for counting,"
28,81.36,84.56, like the base 10 system you normally use when counting on your fingers.
29,84.56,87.28," But it only has two characters, one and zero."
30,87.28,89.12," Humans have a hard time reading binary,"
31,89.12,93.28," so most often it's represented in a hexadecimal base 16 format,"
32,93.28,97.60000000000001, where 10 numbers and 6 letters can represent a 4-bit group called a nibble.
33,97.60000000000001,100.24000000000001," As a developer, when you write code in a programming language,"
34,100.24000000000001,102.48," it will eventually be converted into machine code,"
35,102.48,106.48, which is a binary format that can be decoded and executed by the CPU.
36,106.48,109.44," What it doesn't do, though, is store data for your applications."
37,109.44,112.56," For that, computers have random access memory or RAM."
38,112.56,115.84," It's like a neighborhood, and inside of every house lives a byte."
39,115.84,120.0," Every location has a memory address, which the CPU can read and write to."
40,120.0,122.96000000000001, You can think of the CPU and RAM as the brain of the computer.
41,122.96000000000001,126.56," But in order for a computer to be useful, it needs to handle input and output."
42,126.56,128.64000000000001," An input device might be the keyboard and mouse,"
43,128.64000000000001,130.64000000000001, while an output device might be your monitor.
44,130.64000000000001,134.08," Luckily, most developers don't need to worry about how this hardware fits together,"
45,134.08,137.52," because we have operating system kernels, like Linux, Mac, and Windows,"
46,137.52,140.64000000000001, that control all hardware resources via device drivers.
47,140.64,144.64," Now, to start hacking on the operating system, your first entry point is the shell,"
48,144.64,148.32, which is a program that exposes the operating system to the end user.
49,148.32,150.55999999999997, It's called a shell because it wraps the kernel.
50,150.55999999999997,153.6, It takes a line of text as input and produces an output.
51,153.6,155.76, This is called a command line interface.
52,155.76,159.35999999999999," Not only can it connect to your own computer, but with the secure shell protocol,"
53,159.35999999999999,162.16, it can also connect to remote computers over a network.
54,162.16,165.83999999999997," Now that you have access to the mainframe, it's time to pick a programming language,"
55,165.83999999999997,170.07999999999998, which is a tool that uses the abstraction principle to make computers practical to work with
56,171.04000000000002,173.44000000000003, By simplifying different systems layer by layer.
57,173.44000000000003,175.76000000000002, Some languages like Python are interpreted.
58,175.76000000000002,180.4, That means there's a program called an interpreter that will execute each line of code one by one.
59,180.4,182.88000000000002, Other languages like C++ are compiled.
60,182.88000000000002,187.36, They use a compiler to convert the entire program into machine code in advance
61,187.36,189.36, before the CPU attempts to execute it.
